Product_ID,Product_Name,Catagory,Supplier_ID,Supplier_Name,Stock_Quantity,Reorder_Level,Reorder_Quantity,Unit_Price,Date_Received,Last_Order_Date,Expiration_Date,Warehouse_Location,Sales_Volume,Inventory_Turnover_Rate,Status
96-310-4256,Mitsubishi Air Robot Vacuum (Arctic Silver) #9909,Cooling,86-124-3872,TechFlow,389,62,291,"$37,953.10 ",1/1/2026,5/14/2026,,Zone-X-156,521,86,Backordered
40-318-1382,Philips Neo QLED TV (Arctic Silver) #2745,Kitchen,18-680-6662,NanoGear,346,40,65,"$68,039.56 ",1/1/2026,5/14/2026,,Zone-X-31,311,86,Backordered
34-390-8182,Tefal Air Vacuum Cleaner (Jet Black) #8851,Personal Care,15-836-3342,VoltNext,14,27,110,"$51,562.70 ",1/1/2026,5/14/2026,,Zone-W-21,668,67,Backordered
18-673-2303,Miele Neo QLED TV (Rose Gold) #2452,Kitchen,27-344-4612,VoltNext,236,98,62,"$27,434.52 ",1/1/2026,5/14/2026,,Zone-X-74,843,74,Backordered
30-874-2245,Dyson Ultra OLED TV (Midnight Blue) #1319,Home Entertainment,56-611-9271,EliteTech,194,11,131,"$20,812.91 ",1/1/2026,5/14/2026,,Zone-X-181,581,36,Backordered
75-445-3492,Daikin Max Robot Vacuum (Rose Gold) #9593,Home Entertainment,70-965-1388,TechFlow,233,67,122,"$73,808.16 ",1/1/2026,5/14/2026,,Zone-W-112,965,23,Active
75-276-5637,Panasonic Max Washing Machine (Jet Black) #4333,Home Entertainment,14-481-4965,HomeSmart,180,54,73,"$20,510.28 ",1/1/2026,5/14/2026,,Zone-Y-55,951,91,Discontinued
31-211-8916,LG Prime Refrigerator (Space Gray) #2922,Cooling,48-380-3589,CoreElectronics,465,16,122,"$78,808.97 ",1/1/2026,5/14/2026,,Zone-W-153,494,48,Discontinued
59-711-6514,Sony Ultra Microwave (Rose Gold) #6865,Cooling,77-599-6737,EliteTech,89,57,253,"$49,306.24 ",1/1/2026,5/14/2026,,Zone-Y-59,106,17,Discontinued
24-604-8648,Panasonic Smart Electric Kettle (Rose Gold) #10528,Small Appliances,92-412-1577,NanoGear,82,28,243,"$52,334.70 ",1/1/2026,5/14/2026,,Zone-Z-3,147,39,Backordered
93-347-5472,Bosch Smart Dryer (Space Gray) #4685,Home Entertainment,27-301-2784,HomeSmart,453,97,81,"$32,444.50 ",1/1/2026,5/14/2026,,Zone-W-3,28,11,Backordered
84-909-7111,Sony Smart Dryer (Jet Black) #5275,Small Appliances,21-351-4950,GlobalAppliance,276,94,293,"$40,716.40 ",1/1/2026,5/14/2026,,Zone-X-183,899,84,Backordered
10-142-4624,Mitsubishi Smart Air Conditioner (Midnight Blue) #5889,Home Entertainment,94-565-2181,NanoGear,488,37,249,"$33,436.88 ",1/1/2026,5/14/2026,,Zone-X-169,970,70,Backordered
95-629-3156,Philips Prime Air Conditioner (Jet Black) #6225,Cooling,45-662-1245,HomeSmart,347,61,225,"$7,356.28 ",1/1/2026,5/14/2026,,Zone-Y-187,213,57,Out of Stock
80-368-6504,LG Prime Vacuum Cleaner (Pearl White) #8472,Small Appliances,87-841-4892,EliteTech,479,47,266,"$1,868.36 ",1/1/2026,5/14/2026,,Zone-W-88,400,33,Active
46-444-2042,Philips Pro Dryer (Space Gray) #4605,Kitchen,74-311-2914,ElectroMax,55,44,131,"$18,427.16 ",1/1/2026,5/14/2026,,Zone-Z-127,190,51,Active
44-553-4095,LG Pro QLED TV (Pearl White) #2052,Laundry,35-848-8262,HomeSmart,24,18,69,"$43,129.90 ",1/1/2026,5/14/2026,,Zone-Z-163,249,35,Backordered
89-108-2951,Samsung Classic Dryer (Rose Gold) #5156,Small Appliances,11-614-3458,CoreElectronics,198,29,100,"$40,375.63 ",1/1/2026,5/14/2026,,Zone-Z-28,780,88,Discontinued
47-187-8670,Samsung Smart Electric Kettle (Jet Black) #10676,Small Appliances,33-366-9451,TechFlow,465,64,178,"$66,594.34 ",1/1/2026,5/14/2026,,Zone-W-114,101,85,Backordered
85-866-6904,Xiaomi Neo OLED TV (Space Gray) #1099,Laundry,78-295-2844,HomeSmart,137,76,156,"$42,703.71 ",1/1/2026,5/14/2026,,Zone-Y-28,36,79,Out of Stock
22-780-8125,Sharp Pro Vacuum Cleaner (Midnight Blue) #8508,Small Appliances,35-662-2446,EliteTech,95,75,137,"$15,592.47 ",1/1/2026,5/14/2026,,Zone-W-104,601,60,Backordered
19-989-7126,Samsung Classic QLED TV (Rose Gold) #2456,Laundry,87-326-1130,HomeSmart,203,20,196,"$43,550.51 ",1/1/2026,5/14/2026,,Zone-Z-13,842,19,Backordered
83-368-2401,Sharp Max Vacuum Cleaner (Rose Gold) #8688,Cleaning,54-207-4214,HomeSmart,122,44,66,"$38,006.19 ",1/1/2026,5/14/2026,,Zone-Y-33,233,45,Out of Stock
75-175-4147,Mitsubishi Neo Dryer (Midnight Blue) #5004,Personal Care,14-803-8819,CoreElectronics,205,19,151,"$76,093.07 ",1/1/2026,5/14/2026,,Zone-X-15,564,87,Active
65-394-1973,Whirlpool Classic Dishwasher (Rose Gold) #7866,Laundry,91-575-6545,TechFlow,144,71,183,"$27,701.27 ",1/1/2026,5/14/2026,,Zone-W-92,872,75,Discontinued
12-118-6353,Xiaomi Pro Air Conditioner (Space Gray) #5509,Cooling,71-916-7355,GlobalAppliance,191,42,263,"$46,046.97 ",1/1/2026,5/14/2026,,Zone-X-196,480,20,Discontinued
56-167-7227,Mitsubishi Turbo Washing Machine (Rose Gold) #4299,Cleaning,81-100-9617,GlobalAppliance,67,21,123,"$17,735.20 ",1/1/2026,5/14/2026,,Zone-Y-144,52,79,Backordered
95-442-9447,Dyson Air Dryer (Pearl White) #4799,Personal Care,51-452-6427,NanoGear,236,86,227,"$43,058.41 ",1/1/2026,5/14/2026,,Zone-X-51,996,67,Active
38-696-1268,Tefal Smart Dryer (Jet Black) #5281,Cleaning,52-522-6543,TechFlow,287,50,112,"$26,754.43 ",1/1/2026,5/14/2026,,Zone-Z-124,866,46,Backordered
83-832-4979,Tefal Air Electric Kettle (Space Gray) #10051,Personal Care,39-942-1205,HomeSmart,221,12,234,"$29,560.66 ",1/1/2026,5/14/2026,,Zone-X-192,483,56,Discontinued
55-812-8539,Miele Pro Dishwasher (Pearl White) #7462,Small Appliances,13-539-1248,CoreElectronics,445,30,169,"$32,981.57 ",1/1/2026,5/14/2026,,Zone-Z-75,706,88,Backordered
55-554-9412,Hitachi Classic Vacuum Cleaner (Jet Black) #8912,Small Appliances,19-225-1369,NanoGear,191,88,108,"$59,465.06 ",1/1/2026,5/14/2026,,Zone-W-32,869,38,Discontinued
38-474-5400,Dyson Elite QLED TV (Rose Gold) #2414,Cooling,42-217-8932,TechFlow,17,15,112,"$60,550.75 ",1/1/2026,5/14/2026,,Zone-W-23,84,31,Active
22-904-2703,Sony Neo OLED TV (Rose Gold) #1540,Kitchen,38-457-5009,EliteTech,243,16,230,"$7,831.66 ",1/1/2026,5/14/2026,,Zone-Y-100,866,54,Backordered
37-821-9797,Bosch Classic Microwave (Midnight Blue) #6815,Small Appliances,24-979-4346,VoltNext,233,30,143,"$7,468.08 ",1/1/2026,5/14/2026,,Zone-Y-74,454,32,Out of Stock
25-974-5314,Xiaomi Neo Robot Vacuum (Space Gray) #9199,Personal Care,12-798-5020,CoreElectronics,207,73,143,"$29,462.40 ",1/1/2026,5/14/2026,,Zone-W-103,77,2,Active
91-231-7743,Philips Smart Dryer (Space Gray) #4680,Laundry,15-800-9330,ElectroMax,462,48,67,"$78,921.48 ",1/1/2026,5/14/2026,,Zone-X-73,831,67,Out of Stock
45-939-1549,Dyson Pro OLED TV (Arctic Silver) #1754,Cleaning,37-823-9338,HomeSmart,431,30,184,"$21,245.75 ",1/1/2026,5/14/2026,,Zone-W-29,46,15,Active
77-399-1761,Whirlpool Turbo Dryer (Rose Gold) #5196,Small Appliances,62-291-4947,ElectroMax,341,31,226,"$28,301.77 ",1/1/2026,5/14/2026,,Zone-Y-10,169,45,Discontinued
29-960-7832,Bosch Neo Refrigerator (Arctic Silver) #3650,Kitchen,58-613-7859,EliteTech,173,49,106,"$55,334.86 ",1/1/2026,5/14/2026,,Zone-Z-116,128,45,Active
73-774-9713,Hitachi Ultra Air Conditioner (Space Gray) #5522,Cooling,81-531-5032,ElectroMax,493,76,85,"$52,311.01 ",1/1/2026,5/14/2026,,Zone-X-171,981,32,Discontinued
16-460-1128,Xiaomi Elite Electric Kettle (Rose Gold) #10519,Kitchen,43-447-1207,GlobalAppliance,400,14,115,"$19,145.97 ",1/1/2026,5/14/2026,,Zone-Y-197,944,59,Out of Stock
93-640-1425,Daikin Classic Washing Machine (Midnight Blue) #4118,Small Appliances,60-213-9703,CoreElectronics,450,24,78,"$19,465.86 ",1/1/2026,5/14/2026,,Zone-W-115,112,30,Discontinued
63-183-2733,Sharp Prime Dryer (Space Gray) #4728,Home Entertainment,55-368-7578,NanoGear,425,97,183,"$50,332.71 ",1/1/2026,5/14/2026,,Zone-Z-189,103,50,Active
49-440-1667,Samsung Turbo Dryer (Pearl White) #4886,Personal Care,90-557-4884,NanoGear,237,12,258,"$49,690.30 ",1/1/2026,5/14/2026,,Zone-W-193,356,95,Active
45-180-8196,Miele Air Dishwasher (Arctic Silver) #8107,Home Entertainment,53-444-1175,GlobalAppliance,20,14,86,"$2,020.28 ",1/1/2026,5/14/2026,,Zone-Z-26,382,12,Active
18-354-3136,Daikin Classic Vacuum Cleaner (Arctic Silver) #9068,Small Appliances,48-694-1687,HomeSmart,401,26,290,"$50,577.75 ",1/1/2026,5/14/2026,,Zone-Z-137,21,3,Active
30-147-4306,Philips Prime Vacuum Cleaner (Space Gray) #8325,Cooling,44-350-7810,HomeSmart,218,72,289,"$72,449.37 ",1/1/2026,5/14/2026,,Zone-W-126,540,33,Active
68-824-4022,Sharp Smart Robot Vacuum (Midnight Blue) #9483,Home Entertainment,62-173-3188,TechFlow,435,52,97,"$70,764.71 ",1/1/2026,5/14/2026,,Zone-W-132,584,86,Active
27-189-5422,Hitachi Elite Robot Vacuum (Jet Black) #9767,Personal Care,53-444-4362,CoreElectronics,439,90,197,"$53,615.64 ",1/1/2026,5/14/2026,,Zone-W-92,658,21,Backordered
80-825-5619,Philips Air Dishwasher (Pearl White) #7500,Kitchen,78-510-9879,ElectroMax,429,44,50,"$55,925.78 ",1/1/2026,5/14/2026,,Zone-W-79,47,80,Out of Stock
21-232-9422,Whirlpool Ultra Robot Vacuum (Midnight Blue) #9426,Small Appliances,94-397-1136,GlobalAppliance,395,85,238,"$60,432.64 ",1/1/2026,5/14/2026,,Zone-Y-113,979,71,Backordered
50-537-7259,Daikin Pro Vacuum Cleaner (Arctic Silver) #8963,Cooling,67-341-7829,ElectroMax,110,92,237,"$50,501.52 ",1/1/2026,5/14/2026,,Zone-Z-122,246,38,Discontinued
56-376-6830,Samsung Pro OLED TV (Jet Black) #1601,Cleaning,95-799-1423,HomeSmart,65,41,147,"$41,095.24 ",1/1/2026,5/14/2026,,Zone-Z-130,487,36,Active
13-268-4084,Xiaomi Neo Electric Kettle (Pearl White) #10249,Cooling,61-791-4396,GlobalAppliance,423,70,94,"$79,073.46 ",1/1/2026,5/14/2026,,Zone-W-119,943,44,Backordered
19-772-6482,Xiaomi Elite Robot Vacuum (Arctic Silver) #9919,Cleaning,16-391-4417,HomeSmart,460,64,66,"$25,411.48 ",1/1/2026,5/14/2026,,Zone-Y-33,909,96,Discontinued
64-542-8029,Dyson Elite Dishwasher (Rose Gold) #7814,Cooling,71-964-5729,CoreElectronics,224,23,172,"$64,059.02 ",1/1/2026,5/14/2026,,Zone-X-172,976,35,Backordered
34-968-6972,Whirlpool Pro Microwave (Space Gray) #6411,Cooling,87-318-1380,HomeSmart,340,44,240,"$30,257.79 ",1/1/2026,5/14/2026,,Zone-Y-22,909,11,Backordered
96-837-7784,LG Air Robot Vacuum (Jet Black) #9747,Cooling,98-241-1939,TechFlow,473,61,269,"$27,533.50 ",1/1/2026,5/14/2026,,Zone-W-193,83,10,Backordered
37-394-1186,LG Prime Microwave (Space Gray) #6522,Cleaning,11-731-2401,GlobalAppliance,112,81,82,"$69,500.02 ",1/1/2026,5/14/2026,,Zone-X-20,313,14,Backordered
70-523-7810,Xiaomi Turbo QLED TV (Space Gray) #2044,Cooling,42-134-6083,CoreElectronics,125,93,71,"$61,918.51 ",1/1/2026,5/14/2026,,Zone-Z-75,110,15,Active
89-568-8617,Mitsubishi Prime Vacuum Cleaner (Space Gray) #8334,Personal Care,35-785-6315,ElectroMax,297,52,68,"$65,711.85 ",1/1/2026,5/14/2026,,Zone-Y-151,434,62,Active
55-392-2903,Miele Air QLED TV (Jet Black) #2557,Laundry,84-748-4515,VoltNext,71,64,224,"$5,589.17 ",1/1/2026,5/14/2026,,Zone-Y-158,496,69,Discontinued
20-874-9645,Dyson Turbo Dryer (Space Gray) #4739,Cleaning,15-797-9188,ElectroMax,272,52,221,"$65,027.85 ",1/1/2026,5/14/2026,,Zone-W-170,325,7,Out of Stock
74-770-9688,Miele Elite Washing Machine (Arctic Silver) #4522,Cleaning,42-394-8821,TechFlow,128,72,224,"$45,112.83 ",1/1/2026,5/14/2026,,Zone-X-34,76,52,Active
47-365-5016,Sony Max OLED TV (Pearl White) #1180,Small Appliances,17-318-5843,TechFlow,133,98,209,"$17,449.61 ",1/1/2026,5/14/2026,,Zone-Y-171,815,11,Active
64-600-8932,Sony Ultra Refrigerator (Midnight Blue) #3115,Kitchen,64-585-1359,NanoGear,327,18,218,"$40,424.57 ",1/1/2026,5/14/2026,,Zone-Y-153,903,70,Discontinued
31-545-1689,Dyson Air QLED TV (Arctic Silver) #2699,Cleaning,15-757-2748,TechFlow,440,82,57,$614.52 ,1/1/2026,5/14/2026,,Zone-X-74,840,51,Discontinued
36-351-5824,Mitsubishi Ultra QLED TV (Rose Gold) #2379,Small Appliances,56-519-9527,ElectroMax,17,88,249,"$39,674.09 ",1/1/2026,5/14/2026,,Zone-W-141,61,58,Backordered
72-330-1256,Mitsubishi Ultra Vacuum Cleaner (Space Gray) #8229,Small Appliances,28-658-7085,TechFlow,123,21,212,"$36,563.58 ",1/1/2026,5/14/2026,,Zone-X-59,579,11,Backordered
67-936-3316,Sharp Turbo Electric Kettle (Space Gray) #10143,Laundry,56-467-2631,CoreElectronics,435,53,121,"$25,281.52 ",1/1/2026,5/14/2026,,Zone-Z-2,261,45,Active
31-472-3319,Panasonic Ultra OLED TV (Jet Black) #1618,Home Entertainment,38-579-4633,EliteTech,293,17,180,"$71,371.28 ",1/1/2026,5/14/2026,,Zone-Z-71,424,79,Backordered
56-181-2872,Samsung Max Washing Machine (Rose Gold) #4181,Kitchen,51-571-5333,TechFlow,345,70,134,"$37,292.75 ",1/1/2026,5/14/2026,,Zone-X-161,729,53,Discontinued
95-151-7695,Whirlpool Neo Electric Kettle (Arctic Silver) #10851,Home Entertainment,26-162-8342,NanoGear,159,65,148,"$64,692.43 ",1/1/2026,5/14/2026,,Zone-Y-117,940,25,Out of Stock
27-607-1857,Bosch Neo QLED TV (Jet Black) #2600,Small Appliances,91-782-6721,HomeSmart,181,28,290,"$17,302.51 ",1/1/2026,5/14/2026,,Zone-W-118,908,47,Active
73-666-2043,Sharp Classic Microwave (Rose Gold) #6963,Small Appliances,82-882-4161,ElectroMax,476,70,238,"$32,069.64 ",1/1/2026,5/14/2026,,Zone-W-31,264,37,Backordered
49-111-7859,Bosch Classic QLED TV (Jet Black) #2615,Cleaning,41-331-3628,HomeSmart,319,68,99,"$27,668.07 ",1/1/2026,5/14/2026,,Zone-W-92,109,60,Active
97-573-5141,Bosch Elite Microwave (Rose Gold) #6920,Personal Care,46-954-9798,HomeSmart,115,12,220,"$9,676.35 ",1/1/2026,5/14/2026,,Zone-W-97,60,9,Active
22-875-3333,Tefal Turbo Electric Kettle (Rose Gold) #10591,Small Appliances,62-180-3552,ElectroMax,408,69,283,"$19,227.17 ",1/1/2026,5/14/2026,,Zone-X-49,723,17,Discontinued
30-562-8355,Tefal Turbo Dryer (Pearl White) #4891,Home Entertainment,12-823-6200,GlobalAppliance,347,74,181,"$73,809.02 ",1/1/2026,5/14/2026,,Zone-X-99,4,67,Active
90-341-7869,Daikin Prime Refrigerator (Pearl White) #3083,Cleaning,27-898-8996,EliteTech,221,55,114,"$2,175.51 ",1/1/2026,5/14/2026,,Zone-Z-55,519,62,Active
55-411-2752,Mitsubishi Elite Air Conditioner (Space Gray) #5574,Small Appliances,93-302-3695,GlobalAppliance,450,18,273,"$44,859.21 ",1/1/2026,5/14/2026,,Zone-W-164,893,57,Active
96-362-1164,Mitsubishi Max Microwave (Pearl White) #6594,Personal Care,83-270-1151,EliteTech,34,11,297,"$48,771.68 ",1/1/2026,5/14/2026,,Zone-W-67,892,16,Out of Stock
27-834-9173,Tefal Ultra Air Conditioner (Jet Black) #6121,Cooling,62-965-5529,ElectroMax,317,56,221,"$44,699.45 ",1/1/2026,5/14/2026,,Zone-W-141,330,98,Backordered
60-180-4580,Miele Smart Air Conditioner (Space Gray) #5587,Cooling,12-760-9786,CoreElectronics,286,82,110,"$38,468.47 ",1/1/2026,5/14/2026,,Zone-W-47,584,46,Out of Stock
17-992-5842,Miele Neo Air Conditioner (Midnight Blue) #5902,Laundry,45-897-3903,HomeSmart,200,20,103,"$25,749.31 ",1/1/2026,5/14/2026,,Zone-W-158,110,52,Out of Stock
32-226-5591,LG Pro Robot Vacuum (Pearl White) #9252,Laundry,59-693-3294,VoltNext,491,84,224,"$51,723.21 ",1/1/2026,5/14/2026,,Zone-Y-165,551,41,Active
31-779-6464,Tefal Elite Microwave (Rose Gold) #6916,Cooling,32-167-2026,VoltNext,108,91,198,"$74,882.95 ",1/1/2026,5/14/2026,,Zone-Z-76,125,20,Active
55-286-5719,Mitsubishi Ultra Air Conditioner (Jet Black) #6129,Home Entertainment,90-579-4930,VoltNext,327,24,73,"$52,228.03 ",1/1/2026,5/14/2026,,Zone-Y-60,572,39,Out of Stock
87-212-3292,Xiaomi Smart Robot Vacuum (Pearl White) #9334,Personal Care,66-998-6633,TechFlow,212,76,176,"$44,933.74 ",1/1/2026,5/14/2026,,Zone-Z-145,869,59,Out of Stock
55-747-7227,Daikin Classic Refrigerator (Space Gray) #2918,Cooling,79-718-2992,ElectroMax,188,50,236,"$20,649.52 ",1/1/2026,5/14/2026,,Zone-W-100,863,61,Out of Stock
46-629-3853,Philips Smart Robot Vacuum (Pearl White) #9330,Cleaning,37-388-7487,TechFlow,440,90,293,"$4,019.81 ",1/1/2026,5/14/2026,,Zone-X-179,458,85,Out of Stock
94-401-6724,Hitachi Pro Microwave (Midnight Blue) #6707,Personal Care,93-421-6925,TechFlow,471,39,217,"$76,355.51 ",1/1/2026,5/14/2026,,Zone-X-26,301,23,Out of Stock
51-747-3536,Mitsubishi Prime Air Conditioner (Arctic Silver) #6384,Home Entertainment,33-232-9149,VoltNext,397,36,206,"$44,332.27 ",1/1/2026,5/14/2026,,Zone-X-144,837,69,Discontinued
53-391-6958,Tefal Max Dishwasher (Space Gray) #7336,Home Entertainment,39-611-4905,EliteTech,127,20,256,"$54,537.54 ",1/1/2026,5/14/2026,,Zone-W-64,841,35,Active
79-790-8102,Mitsubishi Neo Refrigerator (Pearl White) #3054,Cooling,21-833-5967,CoreElectronics,191,34,71,"$59,296.24 ",1/1/2026,5/14/2026,,Zone-Y-117,688,6,Out of Stock
18-915-1192,Hitachi Classic Vacuum Cleaner (Midnight Blue) #8612,Home Entertainment,89-503-4663,EliteTech,173,56,258,"$50,963.10 ",1/1/2026,5/14/2026,,Zone-Z-113,5,97,Active
68-831-5244,Mitsubishi Air Electric Kettle (Pearl White) #10209,Cleaning,11-921-1877,CoreElectronics,417,46,189,"$8,893.39 ",1/1/2026,5/14/2026,,Zone-Y-20,292,3,Backordered
75-333-4386,Panasonic Elite Dryer (Midnight Blue) #4963,Small Appliances,96-196-6822,NanoGear,418,74,176,"$8,675.71 ",1/1/2026,5/14/2026,,Zone-W-89,43,87,Backordered
43-650-4437,Samsung Smart QLED TV (Pearl White) #2126,Kitchen,43-319-2642,TechFlow,291,86,213,"$29,105.41 ",1/1/2026,5/14/2026,,Zone-W-78,86,88,Discontinued
38-769-5072,Sharp Prime Washing Machine (Jet Black) #4428,Laundry,70-130-4233,CoreElectronics,272,27,121,"$3,444.84 ",1/1/2026,5/14/2026,,Zone-Z-198,782,3,Discontinued
36-688-9523,Whirlpool Neo Air Conditioner (Space Gray) #5601,Laundry,27-464-5196,CoreElectronics,155,78,160,"$77,139.69 ",1/1/2026,5/14/2026,,Zone-X-151,71,63,Active
71-236-9123,Samsung Prime Dryer (Space Gray) #4721,Personal Care,74-622-9599,NanoGear,368,77,288,"$26,492.66 ",1/1/2026,5/14/2026,,Zone-W-78,232,6,Active
36-938-4433,Dyson Turbo Refrigerator (Rose Gold) #3389,Cooling,13-316-5915,TechFlow,39,92,166,"$22,670.21 ",1/1/2026,5/14/2026,,Zone-Y-181,330,34,Out of Stock
66-746-9787,LG Prime QLED TV (Midnight Blue) #2322,Personal Care,45-809-1720,EliteTech,386,91,227,"$15,464.97 ",1/1/2026,5/14/2026,,Zone-X-150,883,20,Backordered
86-919-7683,Daikin Neo QLED TV (Jet Black) #2603,Small Appliances,52-374-1395,VoltNext,426,51,243,"$53,687.47 ",1/1/2026,5/14/2026,,Zone-Y-176,139,52,Out of Stock
25-934-6629,Xiaomi Ultra Vacuum Cleaner (Space Gray) #8224,Cooling,64-861-6118,VoltNext,281,23,213,"$64,327.18 ",1/1/2026,5/14/2026,,Zone-Y-82,806,27,Out of Stock
88-845-8927,Sony Smart Vacuum Cleaner (Pearl White) #8425,Kitchen,54-685-1205,GlobalAppliance,164,46,179,"$26,578.60 ",1/1/2026,5/14/2026,,Zone-Z-18,531,61,Discontinued
44-186-3895,Samsung Turbo Dryer (Jet Black) #5336,Small Appliances,37-683-4606,EliteTech,88,37,144,"$1,021.33 ",1/1/2026,5/14/2026,,Zone-X-4,733,23,Out of Stock
30-153-8287,Daikin Max Microwave (Pearl White) #6593,Cleaning,87-777-6435,VoltNext,60,75,169,"$53,128.79 ",1/1/2026,5/14/2026,,Zone-Z-55,204,85,Out of Stock
60-693-9366,Samsung Elite Dryer (Arctic Silver) #5411,Personal Care,21-889-6925,GlobalAppliance,160,16,244,"$79,106.11 ",1/1/2026,5/14/2026,,Zone-Y-164,450,34,Out of Stock
61-461-9441,Sharp Pro Microwave (Rose Gold) #6858,Small Appliances,62-227-9233,ElectroMax,21,44,256,"$49,085.54 ",1/1/2026,5/14/2026,,Zone-W-159,939,59,Out of Stock
96-658-6613,Daikin Max Electric Kettle (Midnight Blue) #10343,Personal Care,86-604-6716,HomeSmart,373,97,147,"$78,109.98 ",1/1/2026,5/14/2026,,Zone-W-142,178,49,Backordered
73-231-6222,Samsung Neo Dryer (Midnight Blue) #4991,Laundry,72-128-9439,TechFlow,104,13,113,"$24,659.50 ",1/1/2026,5/14/2026,,Zone-W-27,2,12,Discontinued
16-209-8413,Dyson Smart Microwave (Jet Black) #7079,Cleaning,65-590-5131,GlobalAppliance,212,29,70,"$8,937.99 ",1/1/2026,5/14/2026,,Zone-Z-100,332,79,Discontinued
76-943-2142,Mitsubishi Air QLED TV (Jet Black) #2559,Kitchen,30-644-5664,TechFlow,139,77,55,"$9,796.50 ",1/1/2026,5/14/2026,,Zone-Z-191,754,31,Discontinued
57-246-6987,LG Max Air Conditioner (Pearl White) #5682,Kitchen,95-930-9029,NanoGear,307,36,112,"$70,523.24 ",1/1/2026,5/14/2026,,Zone-Z-178,559,69,Active
62-659-8528,Miele Air Vacuum Cleaner (Midnight Blue) #8557,Personal Care,73-636-3829,TechFlow,436,92,152,"$6,632.94 ",1/1/2026,5/14/2026,,Zone-W-156,485,92,Backordered
26-270-6284,Hitachi Ultra Dryer (Pearl White) #4772,Personal Care,41-583-5438,TechFlow,364,39,90,"$56,675.68 ",1/1/2026,5/14/2026,,Zone-Z-195,171,22,Active
96-363-2594,Dyson Smart Robot Vacuum (Jet Black) #9779,Laundry,88-420-1155,EliteTech,385,73,118,"$54,965.12 ",1/1/2026,5/14/2026,,Zone-Z-158,662,95,Backordered
44-100-2310,Hitachi Pro Washing Machine (Arctic Silver) #4457,Kitchen,47-622-3346,NanoGear,371,37,95,"$36,188.47 ",1/1/2026,5/14/2026,,Zone-W-137,291,54,Backordered
81-801-1828,Daikin Prime Robot Vacuum (Pearl White) #9383,Laundry,55-642-6204,EliteTech,260,18,90,"$64,026.66 ",1/1/2026,5/14/2026,,Zone-Y-23,411,20,Active
27-163-3816,Dyson Pro QLED TV (Rose Gold) #2354,Cooling,40-626-7677,EliteTech,378,31,114,"$18,207.66 ",1/1/2026,5/14/2026,,Zone-X-52,322,94,Active
40-412-5797,Sony Air OLED TV (Space Gray) #1045,Kitchen,73-884-9549,CoreElectronics,228,36,162,"$70,903.68 ",1/1/2026,5/14/2026,,Zone-X-82,766,56,Discontinued
72-511-6967,LG Prime Electric Kettle (Arctic Silver) #10872,Home Entertainment,27-126-3477,NanoGear,496,75,245,"$55,631.08 ",1/1/2026,5/14/2026,,Zone-Z-156,290,9,Active
56-908-5632,Daikin Turbo OLED TV (Jet Black) #1748,Personal Care,71-493-2152,EliteTech,70,57,109,"$11,114.99 ",1/1/2026,5/14/2026,,Zone-X-10,99,96,Out of Stock
43-909-5630,Miele Classic Vacuum Cleaner (Jet Black) #8917,Personal Care,51-902-9368,CoreElectronics,0,43,293,"$68,984.72 ",1/1/2026,5/14/2026,,Zone-W-112,493,56,Backordered
48-650-8132,Whirlpool Max Dryer (Jet Black) #5241,Cooling,64-197-1533,ElectroMax,296,54,150,"$76,053.40 ",1/1/2026,5/14/2026,,Zone-X-56,454,65,Discontinued
40-532-4396,Panasonic Smart Microwave (Pearl White) #6628,Home Entertainment,89-600-1416,ElectroMax,269,47,156,"$28,378.54 ",1/1/2026,5/14/2026,,Zone-Z-76,570,41,Backordered
13-717-9279,Hitachi Pro Air Conditioner (Pearl White) #5657,Laundry,98-522-8350,ElectroMax,123,83,124,"$66,041.26 ",1/1/2026,5/14/2026,,Zone-W-53,516,67,Active
22-872-3937,Sharp Max Dryer (Jet Black) #5238,Home Entertainment,42-635-3813,ElectroMax,452,70,258,"$72,368.66 ",1/1/2026,5/14/2026,,Zone-X-193,925,35,Discontinued
86-995-5084,Bosch Pro Washing Machine (Arctic Silver) #4460,Personal Care,38-509-4692,VoltNext,411,41,155,"$48,768.53 ",1/1/2026,5/14/2026,,Zone-Y-181,757,68,Discontinued
17-208-2955,Samsung Max Vacuum Cleaner (Pearl White) #8381,Laundry,69-278-4624,HomeSmart,349,76,299,"$62,851.73 ",1/1/2026,5/14/2026,,Zone-W-122,556,5,Out of Stock
75-557-8362,Mitsubishi Turbo Microwave (Space Gray) #6549,Small Appliances,77-932-6350,EliteTech,279,30,243,"$33,158.19 ",1/1/2026,5/14/2026,,Zone-W-157,533,29,Out of Stock
51-795-2363,Bosch Ultra Dishwasher (Arctic Silver) #8075,Small Appliances,62-530-5612,NanoGear,20,59,156,"$50,970.84 ",1/1/2026,5/14/2026,,Zone-Z-189,999,18,Active
84-887-2110,Panasonic Turbo Microwave (Midnight Blue) #6838,Personal Care,19-360-3473,TechFlow,74,15,78,"$5,139.18 ",1/1/2026,5/14/2026,,Zone-X-11,866,6,Backordered
96-308-4486,Tefal Turbo Vacuum Cleaner (Arctic Silver) #9091,Home Entertainment,78-254-5494,GlobalAppliance,352,68,175,"$49,046.95 ",1/1/2026,5/14/2026,,Zone-W-142,428,48,Out of Stock
