Product_Name,Electronics_Stock,Unit_Price,Sales_Volume,Inventory_Value
Mitsubishi Smart Microwave (Space Gray) #6489,180.0,51168.75,187.0,9210375.0
Samsung Prime Air Conditioner (Pearl White) #5771,271.0,57003.83,330.0,15448037.93
Hitachi Pro Refrigerator (Midnight Blue) #3107,168.0,67057.13,450.0,11265597.84
Sony Pro Vacuum Cleaner (Midnight Blue) #8500,265.0,75907.16,930.0,20115397.400000002
Dyson Elite Dryer (Arctic Silver) #5414,220.0,35260.81,564.0,7757378.199999999
Sharp Max Robot Vacuum (Space Gray) #9138,372.0,43885.26,352.0,16325316.72
Philips Classic Robot Vacuum (Rose Gold) #9660,424.0,66963.25,159.0,28392418.0
Dyson Turbo Robot Vacuum (Space Gray) #9239,170.0,52270.84,988.0,8886042.799999999
LG Ultra Refrigerator (Jet Black) #3417,301.0,73522.84,662.0,22130374.84
Whirlpool Elite Robot Vacuum (Jet Black) #9771,478.0,74315.35,69.0,35522737.300000004
Samsung Turbo Refrigerator (Midnight Blue) #3236,342.0,8546.96,615.0,2923060.32
LG Ultra Dryer (Pearl White) #4767,421.0,51426.83,958.0,21650695.43
Whirlpool Max Electric Kettle (Arctic Silver) #10791,134.0,16769.87,108.0,2247162.58
Mitsubishi Smart Air Purifier (Space Gray) #10989,332.0,70789.17,78.0,23502004.439999998
Philips Elite Air Purifier (Space Gray) #10965,227.0,11108.01,607.0,2521518.27
Panasonic Prime Vacuum Cleaner (Space Gray) #8323,229.0,2987.24,425.0,684077.96
Panasonic Max QLED TV (Rose Gold) #2383,201.0,67645.11,892.0,13596667.11
Whirlpool Neo Washing Machine (Midnight Blue) #4101,282.0,18254.93,892.0,5147890.26
Tefal Ultra Dryer (Midnight Blue) #4921,89.0,39321.23,296.0,3499589.47
Bosch Smart Dishwasher (Midnight Blue) #7685,499.0,43969.78,580.0,21940920.22
Mitsubishi Max Washing Machine (Rose Gold) #4194,251.0,63472.53,769.0,15931605.03
Tefal Turbo Refrigerator (Space Gray) #2941,220.0,10396.4,580.0,2287208.0
Panasonic Elite Vacuum Cleaner (Rose Gold) #8713,179.0,77483.68,875.0,13869578.719999999
Tefal Neo Air Conditioner (Midnight Blue) #5896,27.0,59423.7,500.0,1604439.9
Miele Prime Air Conditioner (Pearl White) #5782,447.0,33199.25,89.0,14840064.75
Whirlpool Turbo QLED TV (Rose Gold) #2496,295.0,17044.86,557.0,5028233.7
Hitachi Pro Refrigerator (Pearl White) #2957,333.0,7443.55,835.0,2478702.15
Tefal Ultra Electric Kettle (Pearl White) #10171,166.0,45759.89,719.0,7596141.74
Bosch Turbo Electric Kettle (Jet Black) #10745,254.0,8363.84,272.0,2124415.36
Miele Prime Vacuum Cleaner (Space Gray) #8332,455.0,46435.69,616.0,21128238.95
Mitsubishi Turbo Vacuum Cleaner (Jet Black) #8949,29.0,15442.4,259.0,447829.6
LG Ultra Washing Machine (Midnight Blue) #4017,188.0,1602.4,368.0,301251.2
Whirlpool Turbo Dishwasher (Midnight Blue) #7746,192.0,27057.39,443.0,5195018.88
Panasonic Elite OLED TV (Rose Gold) #1513,364.0,19348.55,342.0,7042872.2
Dyson Max Dryer (Midnight Blue) #4934,323.0,75895.05,269.0,24514101.150000002
Bosch Ultra Washing Machine (Midnight Blue) #4025,57.0,47418.59,63.0,2702859.63
Mitsubishi Turbo QLED TV (Pearl White) #2199,457.0,10902.97,495.0,4982657.29
Panasonic Smart Air Conditioner (Rose Gold) #6028,218.0,35690.68,899.0,7780568.24
Dyson Max Electric Kettle (Arctic Silver) #10784,167.0,28528.91,419.0,4764327.97
Tefal Ultra QLED TV (Space Gray) #1921,196.0,21773.63,798.0,4267631.48
Mitsubishi Turbo Air Conditioner (Space Gray) #5649,113.0,34692.08,246.0,3920205.04
Hitachi Smart Air Conditioner (Arctic Silver) #6332,11.0,502.95,121.0,5532.45
Whirlpool Ultra QLED TV (Pearl White) #2076,14.0,5608.97,337.0,78525.58
Panasonic Ultra Dishwasher (Rose Gold) #7768,283.0,39564.92,759.0,11196872.36
Philips Classic Electric Kettle (Midnight Blue) #10410,425.0,40889.91,945.0,17378211.75
Tefal Ultra QLED TV (Arctic Silver) #2671,154.0,3908.8,861.0,601955.2000000001
Xiaomi Ultra OLED TV (Rose Gold) #1474,232.0,3227.0,510.0,748664.0
Tefal Max Electric Kettle (Pearl White) #10186,245.0,56739.37,162.0,13901145.65
Dyson Turbo Robot Vacuum (Jet Black) #9839,465.0,74249.33,898.0,34525938.45
Daikin Air Microwave (Midnight Blue) #6758,475.0,28405.71,378.0,13492712.25
Miele Turbo Microwave (Arctic Silver) #7297,124.0,71239.48,469.0,8833695.52
Panasonic Smart Refrigerator (Jet Black) #3478,332.0,48904.44,415.0,16236274.08
Panasonic Neo Microwave (Space Gray) #6493,306.0,1572.56,208.0,481203.36
Mitsubishi Pro Dryer (Midnight Blue) #4914,168.0,54772.05,732.0,9201704.4
Sharp Max Refrigerator (Midnight Blue) #3138,94.0,27003.55,257.0,2538333.6999999997
Xiaomi Air Microwave (Space Gray) #6454,396.0,74827.12,268.0,29631539.52
Xiaomi Prime Air Conditioner (Arctic Silver) #6379,103.0,56114.91,45.0,5779835.73
Sony Turbo Robot Vacuum (Arctic Silver) #9985,151.0,10005.94,499.0,1510896.9400000002
Panasonic Prime Dryer (Midnight Blue) #5023,447.0,47731.11,866.0,21335806.17
Philips Max Washing Machine (Arctic Silver) #4485,71.0,59423.75,687.0,4219086.25
Bosch Air Refrigerator (Jet Black) #3455,16.0,19029.94,943.0,304479.04
Dyson Elite Refrigerator (Jet Black) #3464,89.0,68931.14,63.0,6134871.46
Whirlpool Turbo Robot Vacuum (Rose Gold) #9696,239.0,35473.64,605.0,8478199.959999999
Dyson Ultra QLED TV (Rose Gold) #2369,43.0,67770.23,352.0,2914119.8899999997
Daikin Smart Dishwasher (Midnight Blue) #7688,166.0,54196.5,526.0,8996619.0
Samsung Classic Vacuum Cleaner (Pearl White) #8456,13.0,62297.43,547.0,809866.59
Mitsubishi Elite Air Purifier (Space Gray) #10974,279.0,78377.62,608.0,21867355.98
Whirlpool Neo Refrigerator (Space Gray) #2901,30.0,59072.95,804.0,1772188.5
Whirlpool Elite Air Conditioner (Midnight Blue) #5871,194.0,20246.11,935.0,3927745.3400000003
Sony Elite Air Conditioner (Pearl White) #5710,458.0,61547.78,648.0,28188883.24
Whirlpool Smart Vacuum Cleaner (Jet Black) #8886,78.0,32637.58,27.0,2545731.24
Sharp Turbo QLED TV (Arctic Silver) #2793,240.0,61364.4,212.0,14727456.0
Xiaomi Ultra Washing Machine (Pearl White) #3874,340.0,39586.11,753.0,13459277.4
Hitachi Elite Microwave (Arctic Silver) #7217,328.0,20215.11,204.0,6630556.08
Sharp Classic Air Conditioner (Jet Black) #6213,316.0,56579.88,677.0,17879242.08
Bosch Turbo Refrigerator (Midnight Blue) #3245,185.0,73909.74,176.0,13673301.9
Samsung Neo QLED TV (Arctic Silver) #2741,328.0,7126.38,329.0,2337452.64
Sony Prime QLED TV (Space Gray) #2020,423.0,3002.81,578.0,1270188.63
Sony Classic OLED TV (Jet Black) #1705,214.0,72701.17,691.0,15558050.379999999
Dyson Neo Dryer (Jet Black) #5294,271.0,16588.16,845.0,4495391.36
Whirlpool Ultra Microwave (Pearl White) #6576,77.0,4484.69,25.0,345321.12999999995
Whirlpool Classic Dishwasher (Arctic Silver) #8166,68.0,57384.37,541.0,3902137.16
LG Smart Robot Vacuum (Space Gray) #9177,238.0,18984.33,59.0,4518270.54
Sharp Pro QLED TV (Space Gray) #1908,442.0,47448.11,412.0,20972064.62
Panasonic Neo Air Conditioner (Jet Black) #6193,167.0,8359.88,470.0,1396099.96
LG Smart Washing Machine (Midnight Blue) #4077,217.0,60631.82,565.0,13157104.94
Tefal Elite Electric Kettle (Midnight Blue) #10366,369.0,51653.7,81.0,19060215.3
Xiaomi Turbo OLED TV (Rose Gold) #1594,499.0,5902.29,621.0,2945242.71
Xiaomi Air Air Conditioner (Arctic Silver) #6304,457.0,206.58,690.0,94407.06000000001
Philips Turbo OLED TV (Midnight Blue) #1440,37.0,66024.03,287.0,2442889.11
Samsung Classic Vacuum Cleaner (Midnight Blue) #8606,310.0,61866.73,52.0,19178686.3
Miele Max Dryer (Rose Gold) #5092,361.0,55286.8,125.0,19958534.8
Mitsubishi Prime Microwave (Jet Black) #7134,220.0,45328.09,83.0,9972179.799999999
Bosch Pro OLED TV (Space Gray) #1010,452.0,64802.3,290.0,29290639.6
Whirlpool Ultra Dryer (Pearl White) #4776,341.0,78397.76,831.0,26733636.159999996
Mitsubishi Turbo Robot Vacuum (Arctic Silver) #9999,299.0,58715.87,924.0,17556045.13
Panasonic Classic Dryer (Space Gray) #4708,426.0,10641.46,228.0,4533261.96
Sony Max Dryer (Pearl White) #4780,281.0,32850.32,787.0,9230939.92
Panasonic Neo OLED TV (Space Gray) #1093,464.0,13401.41,384.0,6218254.24
Mitsubishi Smart Electric Kettle (Pearl White) #10239,134.0,12525.45,948.0,1678410.3
Dyson Air Dryer (Midnight Blue) #4949,449.0,70290.98,959.0,31560650.02
Bosch Smart Microwave (Midnight Blue) #6785,218.0,77642.95,239.0,16926163.099999998
Bosch Elite Air Conditioner (Midnight Blue) #5870,82.0,9898.94,899.0,811713.0800000001
LG Pro Air Conditioner (Midnight Blue) #5802,18.0,16876.33,262.0,303773.94000000006
Hitachi Elite Air Conditioner (Midnight Blue) #5867,102.0,67302.06,961.0,6864810.12
Hitachi Turbo OLED TV (Pearl White) #1292,400.0,42664.77,600.0,17065908.0
Daikin Smart Vacuum Cleaner (Jet Black) #8888,269.0,30897.3,436.0,8311373.7
Bosch Air Vacuum Cleaner (Pearl White) #8405,182.0,64047.75,298.0,11656690.5
Sony Air Microwave (Pearl White) #6595,190.0,48571.18,343.0,9228524.2
Tefal Max Washing Machine (Pearl White) #3886,8.0,3139.99,644.0,25119.92
Dyson Pro Dishwasher (Pearl White) #7454,221.0,74133.64,95.0,16383534.44
Hitachi Turbo Refrigerator (Jet Black) #3542,411.0,32423.83,492.0,13326194.13
Bosch Classic QLED TV (Arctic Silver) #2765,235.0,17711.57,941.0,4162218.9499999997
Philips Air Dishwasher (Rose Gold) #7800,285.0,3538.71,925.0,1008532.35
LG Smart Refrigerator (Space Gray) #2877,446.0,78134.92,890.0,34848174.32
Samsung Max Refrigerator (Pearl White) #2981,86.0,27429.89,402.0,2358970.54
Xiaomi Prime Electric Kettle (Jet Black) #10729,174.0,48774.37,830.0,8486740.38
Sharp Pro Electric Kettle (Jet Black) #10608,158.0,62232.1,519.0,9832671.799999999
Sony Turbo Refrigerator (Arctic Silver) #3685,281.0,70373.94,312.0,19775077.14
Philips Smart Robot Vacuum (Arctic Silver) #9930,489.0,37567.18,624.0,18370351.02
Sharp Pro Washing Machine (Arctic Silver) #4458,317.0,32842.03,72.0,10410923.51
Whirlpool Max Air Conditioner (Space Gray) #5541,316.0,25052.32,668.0,7916533.12
Panasonic Smart Refrigerator (Midnight Blue) #3178,399.0,51717.66,883.0,20635346.34
Bosch Neo Dryer (Arctic Silver) #5450,52.0,12512.04,657.0,650626.0800000001
Dyson Classic Dryer (Pearl White) #4859,94.0,16866.89,601.0,1585487.66
Panasonic Prime Vacuum Cleaner (Midnight Blue) #8623,347.0,29621.91,566.0,10278802.77
Dyson Pro Vacuum Cleaner (Rose Gold) #8654,126.0,37148.8,762.0,4680748.800000001
Dyson Ultra Air Conditioner (Space Gray) #5519,145.0,9923.9,887.0,1438965.5
Miele Classic Refrigerator (Jet Black) #3517,271.0,65615.75,646.0,17781868.25
Tefal Max Air Conditioner (Midnight Blue) #5836,237.0,48213.56,372.0,11426613.719999999
Philips Max Washing Machine (Pearl White) #3885,41.0,24939.87,168.0,1022534.6699999999
Tefal Smart Vacuum Cleaner (Space Gray) #8281,300.0,47940.25,893.0,14382075.0
Sony Classic Microwave (Arctic Silver) #7255,26.0,77349.08,959.0,2011076.08
Xiaomi Max Air Conditioner (Space Gray) #5539,486.0,12856.04,336.0,6248035.44
Mitsubishi Smart Microwave (Pearl White) #6639,380.0,25575.08,363.0,9718530.4
Xiaomi Pro Electric Kettle (Rose Gold) #10459,367.0,59476.35,236.0,21827820.45
Samsung Max Washing Machine (Arctic Silver) #4481,258.0,69388.78,219.0,17902305.24
LG Smart QLED TV (Midnight Blue) #2277,392.0,65740.56,108.0,25770299.52
Whirlpool Turbo Washing Machine (Midnight Blue) #4146,380.0,72017.85,998.0,27366783.000000004
Miele Pro Robot Vacuum (Pearl White) #9262,499.0,72561.22,117.0,36208048.78
Bosch Air Washing Machine (Rose Gold) #4205,194.0,25460.07,665.0,4939253.58
Hitachi Turbo Electric Kettle (Arctic Silver) #10892,10.0,57595.81,221.0,575958.1
Miele Max Washing Machine (Space Gray) #3742,495.0,19887.08,219.0,9844104.600000001
Samsung Smart Microwave (Jet Black) #7076,44.0,4091.16,507.0,180011.03999999998
Miele Turbo Dryer (Midnight Blue) #5047,272.0,55895.1,747.0,15203467.2
Samsung Max Microwave (Midnight Blue) #6731,345.0,72515.88,321.0,25017978.6
Philips Neo Washing Machine (Pearl White) #3945,220.0,3224.59,941.0,709409.8
Sony Neo Microwave (Midnight Blue) #6790,34.0,71877.67,239.0,2443840.78
Mitsubishi Max Dishwasher (Rose Gold) #7794,222.0,34123.43,716.0,7575401.46
Panasonic Neo Dishwasher (Pearl White) #7543,22.0,64326.11,126.0,1415174.42
Bosch Neo OLED TV (Jet Black) #1700,66.0,45226.11,72.0,2984923.2600000002
Dyson Prime Washing Machine (Arctic Silver) #4574,468.0,4306.61,632.0,2015493.4799999997
Dyson Air Vacuum Cleaner (Rose Gold) #8699,179.0,78907.15,82.0,14124379.85
Bosch Classic Refrigerator (Jet Black) #3515,434.0,38341.95,660.0,16640406.299999999
Sony Pro Washing Machine (Midnight Blue) #4000,31.0,14718.89,759.0,456285.58999999997
Sony Prime Microwave (Midnight Blue) #6820,204.0,15546.12,303.0,3171408.48
Samsung Max Robot Vacuum (Rose Gold) #9581,378.0,61374.34,776.0,23199500.52
Xiaomi Smart Dryer (Space Gray) #4684,376.0,71967.33,549.0,27059716.080000002
Bosch Turbo Washing Machine (Pearl White) #3995,146.0,73834.23,276.0,10779797.58
Hitachi Air Dryer (Jet Black) #5252,77.0,38982.76,352.0,3001672.52
Tefal Classic Washing Machine (Jet Black) #4411,235.0,61154.31,636.0,14371262.85
Miele Pro Vacuum Cleaner (Arctic Silver) #8962,431.0,70106.49,580.0,30215897.19
Xiaomi Pro Dishwasher (Space Gray) #7309,177.0,63895.17,483.0,11309445.09
Samsung Elite Robot Vacuum (Rose Gold) #9611,213.0,10074.1,419.0,2145783.3000000003
LG Elite Air Conditioner (Rose Gold) #6012,496.0,73330.03,910.0,36371694.88
Bosch Neo Vacuum Cleaner (Rose Gold) #8750,458.0,31596.98,215.0,14471416.84
Xiaomi Prime Microwave (Rose Gold) #6979,419.0,39524.79,598.0,16560887.01
Daikin Turbo Dryer (Midnight Blue) #5048,403.0,29523.31,454.0,11897893.93
Xiaomi Neo Air Conditioner (Midnight Blue) #5899,133.0,24327.99,982.0,3235622.6700000004
Daikin Classic QLED TV (Midnight Blue) #2318,222.0,4685.84,955.0,1040256.48
Hitachi Ultra Electric Kettle (Arctic Silver) #10772,354.0,2578.77,960.0,912884.58
LG Turbo Electric Kettle (Space Gray) #10137,309.0,70398.21,582.0,21753046.89
LG Neo Dishwasher (Arctic Silver) #8142,253.0,35324.39,606.0,8937070.67
Hitachi Neo Refrigerator (Space Gray) #2897,205.0,75067.66,266.0,15388870.3
Bosch Classic Vacuum Cleaner (Pearl White) #8465,263.0,32521.34,761.0,8553112.42
Panasonic Pro OLED TV (Jet Black) #1603,162.0,56484.06,217.0,9150417.719999999
Whirlpool Turbo Washing Machine (Space Gray) #3846,134.0,25592.91,856.0,3429449.94
LG Classic Robot Vacuum (Space Gray) #9207,328.0,49836.07,740.0,16346230.959999999
Panasonic Neo OLED TV (Midnight Blue) #1393,460.0,40930.36,640.0,18827965.6
Whirlpool Smart Dryer (Arctic Silver) #5436,169.0,53713.16,501.0,9077524.040000001
Miele Turbo Electric Kettle (Midnight Blue) #10447,476.0,52504.64,297.0,24992208.64
Dyson Max Vacuum Cleaner (Space Gray) #8234,65.0,59575.88,555.0,3872432.1999999997
Daikin Turbo Air Conditioner (Arctic Silver) #6398,388.0,31401.78,321.0,12183890.639999999
Philips Neo OLED TV (Space Gray) #1095,25.0,72998.01,267.0,1824950.2499999998
Miele Pro QLED TV (Arctic Silver) #2662,414.0,59204.54,209.0,24510679.56
Sony Prime Robot Vacuum (Arctic Silver) #9970,167.0,69413.64,458.0,11592077.88
Sony Max Air Conditioner (Jet Black) #6130,128.0,69828.58,282.0,8938058.24
Panasonic Turbo QLED TV (Rose Gold) #2488,143.0,25698.93,390.0,3674946.99
Tefal Elite Robot Vacuum (Pearl White) #9316,423.0,50921.29,822.0,21539705.67
Hitachi Pro Washing Machine (Space Gray) #3707,38.0,47464.36,206.0,1803645.68
Philips Neo QLED TV (Jet Black) #2595,375.0,18105.89,162.0,6789708.75
Hitachi Prime Electric Kettle (Pearl White) #10277,443.0,12626.18,291.0,5593397.74
Hitachi Prime Refrigerator (Rose Gold) #3377,380.0,15662.36,241.0,5951696.8
Bosch Max Air Conditioner (Jet Black) #6140,314.0,45092.23,888.0,14158960.22
Miele Turbo Microwave (Jet Black) #7147,478.0,76041.61,110.0,36347889.58
Tefal Turbo Robot Vacuum (Space Gray) #9241,251.0,68384.35,368.0,17164471.85
Panasonic Air Dryer (Midnight Blue) #4948,50.0,22898.15,510.0,1144907.5
Panasonic Max Dryer (Midnight Blue) #4933,250.0,47223.9,256.0,11805975.0
Miele Turbo Air Conditioner (Pearl White) #5797,114.0,49283.88,515.0,5618362.319999999
Hitachi Ultra Dryer (Arctic Silver) #5372,453.0,59293.65,738.0,26860023.45
Hitachi Classic Electric Kettle (Arctic Silver) #10862,104.0,74437.39,533.0,7741488.56
Hitachi Turbo Robot Vacuum (Space Gray) #9242,468.0,75917.09,894.0,35529198.12
Daikin Turbo Washing Machine (Jet Black) #4448,211.0,30565.96,313.0,6449417.56
Panasonic Neo Washing Machine (Pearl White) #3943,497.0,61745.97,767.0,30687747.09
Philips Elite Refrigerator (Jet Black) #3465,395.0,63957.98,764.0,25263402.1
LG Max Robot Vacuum (Rose Gold) #9582,154.0,42740.26,523.0,6582000.04
Samsung Classic Microwave (Space Gray) #6506,382.0,52851.07,390.0,20189108.74
Daikin Turbo Refrigerator (Arctic Silver) #3698,425.0,45446.65,117.0,19314826.25
LG Air Refrigerator (Jet Black) #3447,338.0,79147.12,79.0,26751726.56
Dyson Ultra OLED TV (Space Gray) #1019,90.0,72096.73,331.0,6488705.699999999
Panasonic Air Washing Machine (Space Gray) #3748,383.0,24619.42,25.0,9429237.86
Mitsubishi Turbo Air Conditioner (Arctic Silver) #6399,101.0,48410.33,543.0,4889443.33
Sharp Prime Vacuum Cleaner (Arctic Silver) #9078,54.0,37770.58,842.0,2039611.32
Samsung Prime Dishwasher (Rose Gold) #7871,332.0,42087.26,987.0,13972970.32
Daikin Air Air Conditioner (Pearl White) #5708,490.0,59287.56,762.0,29050904.4
Whirlpool Ultra Electric Kettle (Rose Gold) #10476,52.0,12401.38,153.0,644871.76
Mitsubishi Air OLED TV (Arctic Silver) #1809,92.0,61772.79,697.0,5683096.68
Hitachi Prime Vacuum Cleaner (Pearl White) #8477,290.0,42927.52,673.0,12448980.799999999
Sharp Ultra Refrigerator (Rose Gold) #3273,118.0,55131.36,646.0,6505500.48
Panasonic Prime Refrigerator (Space Gray) #2923,464.0,65105.5,504.0,30208952.0
Sony Prime QLED TV (Rose Gold) #2470,317.0,57338.65,875.0,18176352.05
Mitsubishi Prime Vacuum Cleaner (Jet Black) #8934,489.0,53542.46,377.0,26182262.94
Miele Air Vacuum Cleaner (Pearl White) #8407,383.0,51877.53,314.0,19869093.99
Tefal Pro Refrigerator (Jet Black) #3406,228.0,20700.05,676.0,4719611.399999999
LG Neo QLED TV (Pearl White) #2142,302.0,65327.87,53.0,19729016.740000002
Hitachi Neo QLED TV (Arctic Silver) #2747,361.0,60552.7,484.0,21859524.7
Xiaomi Pro Microwave (Midnight Blue) #6709,25.0,62418.1,921.0,1560452.5
Bosch Ultra Air Conditioner (Rose Gold) #5975,368.0,15785.79,787.0,5809170.720000001
Bosch Neo Vacuum Cleaner (Space Gray) #8300,484.0,64594.3,573.0,31263641.200000003
Panasonic Air Robot Vacuum (Space Gray) #9148,397.0,52594.91,809.0,20880179.27
Daikin Prime Washing Machine (Space Gray) #3833,423.0,77421.01,220.0,32749087.229999997
Whirlpool Prime Washing Machine (Midnight Blue) #4131,136.0,26088.42,549.0,3548025.1199999996
Philips Classic QLED TV (Midnight Blue) #2310,76.0,27192.98,276.0,2066666.48
Bosch Neo Robot Vacuum (Rose Gold) #9650,99.0,45474.51,412.0,4501976.49
Xiaomi Ultra Dishwasher (Rose Gold) #7774,6.0,58896.97,944.0,353381.82
Tefal Pro Dishwasher (Rose Gold) #7756,428.0,16152.06,201.0,6913081.68
Philips Ultra OLED TV (Jet Black) #1620,333.0,27711.85,761.0,9228046.049999999
Samsung Pro Washing Machine (Space Gray) #3701,496.0,53295.59,993.0,26434612.639999997
Xiaomi Neo Refrigerator (Midnight Blue) #3199,480.0,4787.94,776.0,2298211.1999999997
Samsung Air Microwave (Arctic Silver) #7196,446.0,67074.78,783.0,29915351.88
Dyson Prime Robot Vacuum (Jet Black) #9824,213.0,4037.45,630.0,859976.85
Whirlpool Turbo QLED TV (Space Gray) #2046,46.0,22151.63,363.0,1018974.9800000001
Sharp Elite Microwave (Midnight Blue) #6768,425.0,30809.0,963.0,13093825.0
LG Air Air Purifier (Space Gray) #10947,463.0,15963.36,756.0,7391035.680000001
Dyson Ultra Electric Kettle (Space Gray) #10019,229.0,11078.05,13.0,2536873.4499999997
Sharp Turbo OLED TV (Jet Black) #1743,343.0,59280.88,215.0,20333341.84
Miele Elite OLED TV (Pearl White) #1222,434.0,58829.57,320.0,25532033.38
Mitsubishi Turbo Washing Machine (Midnight Blue) #4149,123.0,9851.1,597.0,1211685.3
Bosch Ultra OLED TV (Jet Black) #1625,4.0,59777.63,561.0,239110.52
Dyson Max Electric Kettle (Midnight Blue) #10334,406.0,21970.65,935.0,8920083.9
Tefal Elite Vacuum Cleaner (Midnight Blue) #8566,53.0,67882.72,986.0,3597784.16
Hitachi Smart Air Conditioner (Space Gray) #5582,162.0,76995.77,588.0,12473314.74
Whirlpool Pro Microwave (Midnight Blue) #6711,239.0,72202.42,817.0,17256378.38
Mitsubishi Prime Washing Machine (Rose Gold) #4284,110.0,28059.6,965.0,3086556.0
Bosch Smart Vacuum Cleaner (Midnight Blue) #8585,144.0,2002.84,144.0,288408.95999999996
Samsung Air Electric Kettle (Jet Black) #10646,183.0,46575.28,228.0,8523276.24
Sony Max QLED TV (Jet Black) #2530,85.0,38350.07,657.0,3259755.95
Bosch Smart Electric Kettle (Jet Black) #10685,138.0,38089.14,647.0,5256301.32
Sharp Air OLED TV (Midnight Blue) #1353,68.0,34972.12,327.0,2378104.16
Mitsubishi Elite Refrigerator (Jet Black) #3474,292.0,40572.18,524.0,11847076.56
Panasonic Elite Vacuum Cleaner (Arctic Silver) #9013,10.0,8284.21,533.0,82842.09999999999
Bosch Ultra Dishwasher (Pearl White) #7475,313.0,21092.97,351.0,6602099.61
Mitsubishi Turbo Dishwasher (Space Gray) #7449,425.0,13826.57,515.0,5876292.25
Mitsubishi Smart OLED TV (Pearl White) #1239,170.0,32051.09,272.0,5448685.3
Sony Smart Refrigerator (Arctic Silver) #3625,199.0,36564.13,487.0,7276261.869999999
Tefal Max Electric Kettle (Arctic Silver) #10786,377.0,55084.7,962.0,20766931.9
Daikin Turbo Dishwasher (Arctic Silver) #8198,370.0,21528.11,490.0,7965400.7
Miele Max Vacuum Cleaner (Rose Gold) #8692,53.0,9557.31,316.0,506537.43
Miele Turbo Washing Machine (Pearl White) #3997,5.0,29538.16,950.0,147690.8
Philips Turbo Dishwasher (Space Gray) #7440,168.0,50257.55,508.0,8443268.4
LG Elite Air Conditioner (Space Gray) #5562,5.0,56831.24,263.0,284156.2
Dyson Elite Robot Vacuum (Rose Gold) #9614,151.0,44830.25,479.0,6769367.75
Xiaomi Prime QLED TV (Rose Gold) #2479,435.0,13236.66,34.0,5757947.1
Daikin Classic QLED TV (Space Gray) #2018,180.0,29196.56,605.0,5255380.8
Dyson Neo Washing Machine (Midnight Blue) #4094,236.0,47252.51,407.0,11151592.360000001
LG Max Microwave (Arctic Silver) #7182,377.0,22921.41,553.0,8641371.57
Bosch Pro Air Conditioner (Rose Gold) #5960,341.0,15463.33,795.0,5272995.53
LG Neo Robot Vacuum (Midnight Blue) #9492,90.0,61273.67,593.0,5514630.3
Sharp Air QLED TV (Pearl White) #2103,341.0,61354.22,421.0,20921789.02
Tefal Smart Microwave (Jet Black) #7081,276.0,24962.54,331.0,6889661.04
Sony Smart Electric Kettle (Rose Gold) #10525,374.0,52867.03,782.0,19772269.22
Sony Neo Air Conditioner (Jet Black) #6190,419.0,29605.6,82.0,12404746.399999999
Whirlpool Prime Dryer (Rose Gold) #5181,224.0,24595.35,528.0,5509358.399999999
Miele Classic Dryer (Arctic Silver) #5467,374.0,15909.83,10.0,5950276.42
Tefal Prime QLED TV (Jet Black) #2626,127.0,33463.81,965.0,4249903.87
Miele Classic Dishwasher (Midnight Blue) #7717,82.0,20549.91,235.0,1685092.6199999999
Panasonic Air Dryer (Pearl White) #4798,460.0,45951.44,698.0,21137662.400000002
Sharp Air Washing Machine (Midnight Blue) #4053,487.0,37116.17,486.0,18075574.79
LG Ultra Washing Machine (Pearl White) #3867,216.0,30893.77,634.0,6673054.32
Hitachi Smart QLED TV (Rose Gold) #2432,309.0,23711.41,144.0,7326825.69
Panasonic Max Vacuum Cleaner (Arctic Silver) #8983,457.0,51359.4,829.0,23471245.8
Samsung Air Electric Kettle (Midnight Blue) #10346,346.0,6976.66,577.0,2413924.36
Mitsubishi Classic Electric Kettle (Midnight Blue) #10419,455.0,27030.31,243.0,12298791.05
Whirlpool Ultra Dryer (Rose Gold) #5076,4.0,45617.89,138.0,182471.56
Hitachi Elite OLED TV (Pearl White) #1217,473.0,68032.91,236.0,32179566.430000003
Sony Classic Washing Machine (Arctic Silver) #4555,377.0,25198.82,928.0,9499955.14
Samsung Turbo Vacuum Cleaner (Jet Black) #8936,133.0,41247.68,876.0,5485941.44
Tefal Ultra Robot Vacuum (Midnight Blue) #9421,245.0,77488.5,310.0,18984682.5
Mitsubishi Prime QLED TV (Space Gray) #2034,144.0,64757.41,318.0,9325067.040000001
Sharp Ultra Dryer (Pearl White) #4773,493.0,55971.2,469.0,27593801.599999998
Hitachi Smart Dryer (Rose Gold) #5132,69.0,31165.11,32.0,2150392.59
Bosch Smart Refrigerator (Rose Gold) #3335,487.0,67483.91,213.0,32864664.17
Miele Max Dishwasher (Pearl White) #7492,439.0,74331.95,624.0,32631726.049999997
Miele Prime QLED TV (Rose Gold) #2482,8.0,32760.64,408.0,262085.12
Tefal Pro QLED TV (Space Gray) #1906,84.0,56158.63,364.0,4717324.92
Daikin Smart Microwave (Jet Black) #7088,177.0,53475.69,824.0,9465197.13
Samsung Ultra Dishwasher (Pearl White) #7466,139.0,63785.58,121.0,8866195.620000001
Tefal Prime Microwave (Pearl White) #6676,491.0,43840.64,194.0,21525754.24
Bosch Elite Washing Machine (Space Gray) #3770,134.0,58376.66,470.0,7822472.44
Philips Pro Refrigerator (Space Gray) #2805,472.0,63813.21,539.0,30119835.12
